TS,label,value
2017-01-26_00:00:00,B,12.8999000000003
2017-01-27_00:00:00,N,8.38989999999967
2017-01-28_00:00:00,B,9.76000000000022
2017-01-29_00:00:00,N,9.9101999999998
2017-01-30_00:00:00,B,8.51999999999998
2017-01-31_00:00:00,B,8.47000000000025
2017-02-01_00:00:00,N,7.77999999999975
2017-02-02_00:00:00,A,8.01000000000022
2017-02-03_00:00:00,B,9.62989999999991
2017-02-04_00:00:00,N,8.78999999999996
2017-02-05_00:00:00,PP,22437.88
2017-02-06_00:00:00,PN,-22416.5499
2017-02-07_00:00:00,N,8.23999999999978
2017-02-08_00:00:00,B,12.0498000000002
2017-02-09_00:00:00,N,11.1201000000001
2017-02-10_00:00:00,B,10.3400999999999
2017-02-11_00:00:00,A,9.59989999999971
2017-02-12_00:00:00,B,8.10000000000036
2017-02-13_00:00:00,A,7.64999999999964
2017-02-14_00:00:00,A,7.09000000000015
2017-02-15_00:00:00,A,6.92999999999984
2017-02-16_00:00:00,A,6.39010000000008
2017-02-17_00:00:00,B,6.96000000000004
2017-02-18_00:00:00,N,7.86979999999994
2017-02-19_00:00:00,N,8.54010000000017
2017-02-20_00:00:00,N,9.00999999999976
2017-02-21_00:00:00,A,6.84010000000035
2017-02-22_00:00:00,N,6.21990000000005
2017-02-23_00:00:00,N,7.83989999999994
2017-02-24_00:00:00,B,8.86009999999988
2017-02-25_00:00:00,N,8.68989999999985
2017-02-26_00:00:00,A,9.30009999999993
2017-02-27_00:00:00,N,8.10010000000011
2017-02-28_00:00:00,N,9.18990000000031
2017-03-01_00:00:00,N,7.63989999999967
2017-03-02_00:00:00,N,6.03009999999995
2017-03-03_00:00:00,N,7.42990000000009
2017-03-04_00:00:00,B,10.81
2017-03-05_00:00:00,N,9.19000000000005
2017-03-06_00:00:00,N,7.55000000000018
2017-03-07_00:00:00,B,9.40020000000004
2017-03-08_00:00:00,B,7.09979999999996
2017-03-09_00:00:00,N,6.43019999999979
2017-03-10_00:00:00,A,6.14990000000034
2017-03-11_00:00:00,B,5.87989999999991
2017-03-12_00:00:00,A,7.5
2017-03-13_00:00:00,N,7.23019999999997
2017-03-14_00:00:00,B,6.67990000000009
2017-03-15_00:00:00,N,5.87989999999991
2017-03-16_00:00:00,A,5.53009999999995
2017-03-17_00:00:00,A,5.52999999999975
2017-03-18_00:00:00,B,7.64990000000034
2017-03-19_00:00:00,N,3.98019999999997
2017-03-20_00:00:00,B,9.38990000000013
2017-03-21_00:00:00,B,7.86009999999988
2017-03-22_00:00:00,B,7.0598
2017-03-23_00:00:00,N,9.02009999999973
2017-03-24_00:00:00,A,8.90010000000029
2017-03-25_00:00:00,N,8.48999999999978
2017-03-26_00:00:00,A,0.909900000000107
2017-03-27_00:00:00,N,12.3200999999999
2017-03-28_00:00:00,N,5.0898000000002
2017-03-29_00:00:00,B,5.05009999999993
2017-03-30_00:00:00,N,4.90009999999984
2017-03-31_00:00:00,A,4.84990000000016
2017-04-01_00:00:00,A,7.57999999999993
2017-04-02_00:00:00,B,7.07009999999991
2017-04-03_00:00:00,A,5.68990000000031
2017-04-04_00:00:00,N,5.12989999999991
2017-04-05_00:00:00,B,6.06009999999969
2017-04-06_00:00:00,B,5.77000000000044
2017-04-07_00:00:00,N,5.50999999999976
2017-04-08_00:00:00,N,4.76000000000022
2017-04-09_00:00:00,N,4.37989999999991
2017-04-10_00:00:00,N,3.9402
2017-04-11_00:00:00,N,4.7797999999998
2017-04-12_00:00:00,N,4.34009999999989
2017-04-13_00:00:00,B,4.0600000000004
2017-04-14_00:00:00,B,3.84009999999989
2017-04-15_00:00:00,N,6.19999999999982
2017-04-16_00:00:00,N,5.07979999999998
2017-04-17_00:00:00,N,4.87010000000009
2017-04-18_00:00:00,N,5.01999999999998
2017-04-19_00:00:00,N,6.13990000000013
2017-04-20_00:00:00,A,6.21000000000004
2017-04-21_00:00:00,B,5.43019999999979
2017-04-22_00:00:00,A,4.91989999999987
2017-04-23_00:00:00,B,4.37010000000009
2017-04-24_00:00:00,A,4
2017-04-25_00:00:00,A,3.18990000000031
2017-04-26_00:00:00,N,9.60989999999993
2017-04-27_00:00:00,N,7.88009999999986
2017-04-28_00:00:00,A,7.25
2017-04-29_00:00:00,A,6.22000000000025
2017-04-30_00:00:00,N,6.4699999999998
2017-05-01_00:00:00,N,7.23000000000002
2017-05-02_00:00:00,A,6.36009999999988
2017-05-03_00:00:00,N,1.92990000000009
2017-05-04_00:00:00,N,6.46000000000004
2017-05-05_00:00:00,B,4.59000000000015
2017-05-06_00:00:00,A,4.66999999999962
2017-05-07_00:00:00,A,4.2800000000002
2017-05-08_00:00:00,A,0.159900000000107
2017-05-09_00:00:00,B,7.96019999999999
2017-05-10_00:00:00,N,4.06979999999976
2017-05-11_00:00:00,B,3.85010000000011
2017-05-12_00:00:00,A,3.51000000000022
2017-05-13_00:00:00,N,2.32989999999972
2017-05-14_00:00:00,A,0
2017-05-15_00:00:00,B,0
2017-05-16_00:00:00,A,10.8400999999999
2017-05-17_00:00:00,A,2.26000000000022
2017-05-18_00:00:00,A,5.14010000000008
2017-05-19_00:00:00,N,4.85989999999993
2017-05-20_00:00:00,A,4.12010000000009
2017-05-21_00:00:00,A,3.98000000000002
2017-05-22_00:00:00,B,3.10979999999972
2017-05-23_00:00:00,B,3.57010000000037
2017-05-24_00:00:00,B,3.12989999999991
2017-05-25_00:00:00,N,2.84009999999989
2017-05-26_00:00:00,PP,22875.071
2017-05-27_00:00:00,PN,-22869.4809
2017-05-28_00:00:00,N,2.76999999999998
2017-05-29_00:00:00,B,2.0300000000002
2017-05-30_00:00:00,N,1.60989999999993
2017-05-31_00:00:00,PP,22863.071
2017-06-01_00:00:00,PN,-22859.771
2017-06-02_00:00:00,N,1.62989999999991
2017-06-03_00:00:00,B,1.65020000000004
2017-06-04_00:00:00,N,1.71990000000005
2017-06-05_00:00:00,N,1.81009999999969
2017-06-06_00:00:00,B,1.76999999999998
2017-06-07_00:00:00,A,1.72000000000026
2017-06-08_00:00:00,A,1.73000000000002
2017-06-09_00:00:00,B,0.319799999999759
2017-06-12_00:00:00,B,6.25
2017-06-13_00:00:00,A,1.55000000000018
2017-06-14_00:00:00,N,1.42020000000002
2017-06-15_00:00:00,B,1.43989999999985
2017-06-16_00:00:00,N,1.34990000000016
2017-06-17_00:00:00,N,1.48019999999997
2017-06-18_00:00:00,N,1.50979999999981
2017-06-19_00:00:00,N,1.4702000000002
2017-06-20_00:00:00,N,1.41989999999987
2017-06-21_00:00:00,B,1.40990000000011
2017-06-22_00:00:00,N,1.37010000000009
2017-06-23_00:00:00,N,1.34989999999971
2017-06-24_00:00:00,A,1.41020000000026
2017-06-25_00:00:00,A,0.379799999999705
2017-06-26_00:00:00,A,2.55009999999993
2017-06-27_00:00:00,B,1.44990000000007
2017-06-28_00:00:00,N,1.43020000000024
2017-06-29_00:00:00,B,1.53980000000001
2017-06-30_00:00:00,N,1.63009999999986
2017-07-01_00:00:00,B,1.61990000000014
2017-07-02_00:00:00,B,1.68019999999979
2017-07-03_00:00:00,A,1.60989999999993
2017-07-04_00:00:00,B,1.57000000000016
2017-07-05_00:00:00,A,1.60010000000011
2017-07-06_00:00:00,A,1.5598
2017-07-07_00:00:00,B,1.43019999999979
2017-07-08_00:00:00,B,1.41990000000033
2017-07-09_00:00:00,N,1.4699999999998
2017-07-10_00:00:00,A,1.5
2017-07-11_00:00:00,N,1.43989999999985
2017-07-12_00:00:00,N,1.43020000000024
2017-07-13_00:00:00,A,1.5
2017-07-14_00:00:00,N,1.46000000000004
2017-07-15_00:00:00,N,1.46990000000005
2017-07-16_00:00:00,N,1.40999999999985
2017-07-17_00:00:00,N,1.41989999999987
2017-07-18_00:00:00,B,1.40010000000029
2017-07-19_00:00:00,B,1.38989999999967
2017-07-20_00:00:00,B,1.39020000000028
2017-07-21_00:00:00,B,1.40989999999965
2017-07-22_00:00:00,A,1.44990000000007
2017-07-23_00:00:00,N,1.47000000000026
2017-07-24_00:00:00,B,1.5
2017-07-25_00:00:00,A,1.46019999999999
2017-07-26_00:00:00,A,0.739999999999782
2017-07-27_00:00:00,A,2.19990000000007
2017-07-28_00:00:00,B,1.44999999999982
2017-07-29_00:00:00,A,1.43990000000031
2017-07-30_00:00:00,B,1.1902
2017-07-31_00:00:00,A,0
2017-08-01_00:00:00,N,0
2017-08-02_00:00:00,N,0
2017-08-03_00:00:00,A,0
2017-08-04_00:00:00,N,0
2017-08-05_00:00:00,B,0.460000000000036
2017-08-06_00:00:00,A,1.33979999999974
2017-08-07_00:00:00,N,1.16020000000026
2017-08-08_00:00:00,A,1.16989999999987
2017-08-09_00:00:00,B,1.2800000000002
2017-08-10_00:00:00,B,1.54009999999971
2017-08-11_00:00:00,A,1.51000000000022
2017-08-12_00:00:00,B,1.51999999999998
2017-08-13_00:00:00,N,1.46000000000004
2017-08-14_00:00:00,B,1.45989999999983
2017-08-15_00:00:00,N,1.38990000000013
2017-08-16_00:00:00,A,1.39010000000008
2017-08-17_00:00:00,N,1.35989999999993
2017-08-18_00:00:00,N,1.40020000000004
2017-08-19_00:00:00,A,1.41989999999987
2017-08-20_00:00:00,N,1.48000000000002
2017-08-21_00:00:00,B,1.42990000000009
2017-08-22_00:00:00,A,1.39010000000008
2017-08-23_00:00:00,A,0.800099999999929
2017-08-25_00:00:00,N,3.3098
2017-08-26_00:00:00,N,1.36009999999988
2017-08-27_00:00:00,PP,22741.301
2017-08-28_00:00:00,PN,-22738.591
2017-08-29_00:00:00,N,1.32000000000016
2017-08-30_00:00:00,B,1.29009999999971
2017-08-31_00:00:00,B,1.39989999999989
2017-09-01_00:00:00,N,1.45990000000029
2017-09-02_00:00:00,B,1.53009999999995
2017-09-03_00:00:00,A,1.5
2017-09-04_00:00:00,N,1.57000000000016
2017-09-05_00:00:00,N,1.4699999999998
2017-09-06_00:00:00,N,1.5
2017-09-07_00:00:00,N,1.53999999999996
2017-09-08_00:00:00,B,1.5
2017-09-09_00:00:00,A,1.53009999999995
2017-09-10_00:00:00,A,1.74000000000024
2017-09-11_00:00:00,B,1.61979999999994
2017-09-12_00:00:00,N,1.57009999999991
2017-09-13_00:00:00,N,0.289999999999964
2017-09-15_00:00:00,N,4.53009999999995
2017-09-16_00:00:00,B,1.70990000000029
2017-09-17_00:00:00,B,1.83009999999968
2017-09-18_00:00:00,N,1.71000000000004
2017-09-19_00:00:00,A,1.80000000000018
2017-09-20_00:00:00,B,1.75979999999981
2017-09-21_00:00:00,B,1.76999999999998
2017-09-22_00:00:00,B,1.73000000000002
2017-09-23_00:00:00,B,1.71019999999999
2017-09-24_00:00:00,A,1.73000000000002
2017-09-25_00:00:00,B,1.69990000000007
2017-09-26_00:00:00,A,1.73000000000002
2017-09-27_00:00:00,B,1.73000000000002
2017-09-28_00:00:00,A,1.70989999999983
2017-09-29_00:00:00,A,1.71000000000004
2017-09-30_00:00:00,B,1.70020000000022
2017-10-01_00:00:00,B,1.75999999999976
2017-10-02_00:00:00,A,1.82979999999998
2017-10-03_00:00:00,B,1.74000000000024
2017-10-04_00:00:00,N,1.05009999999993
2017-10-05_00:00:00,A,2.36009999999987
2017-10-06_00:00:00,A,1.75
2017-10-07_00:00:00,B,1.81980000000021
2017-10-08_00:00:00,N,1.93019999999979
2017-10-09_00:00:00,A,1.7800000000002
2017-10-10_00:00:00,N,1.63990000000013
2017-10-11_00:00:00,A,1.89989999999989
2017-10-12_00:00:00,N,1.01999999999998
2017-10-13_00:00:00,A,0
2017-10-14_00:00:00,N,4.4101999999998
2017-10-15_00:00:00,A,1.87989999999991
2017-10-16_00:00:00,B,1.84010000000035
2017-10-17_00:00:00,A,1.65989999999965
2017-10-18_00:00:00,N,1.92990000000009
2017-10-19_00:00:00,N,1.7202000000002
2017-10-20_00:00:00,A,0
2017-10-21_00:00:00,A,3.5
2017-10-22_00:00:00,N,1.88990000000013
2017-10-23_00:00:00,B,3.4699999999998
2017-10-24_00:00:00,B,1.70989999999983
2017-10-26_00:00:00,B,10.6202000000003
2017-10-27_00:00:00,B,3.76999999999998
2017-10-28_00:00:00,B,5.08979999999974
2017-10-29_00:00:00,B,5.29010000000017
2017-11-01_00:00:00,A,21.0700000000002
2017-11-02_00:00:00,B,4.60989999999993
2017-11-03_00:00:00,N,5.20019999999977
2017-11-04_00:00:00,N,4.75
2017-11-05_00:00:00,N,8.32979999999998
2017-11-06_00:00:00,N,9.83010000000013
2017-11-07_00:00:00,B,10.0700999999999
2017-11-08_00:00:00,B,9.5898000000002
2017-11-09_00:00:00,N,10.1702
2017-11-10_00:00:00,A,8.00999999999976
2017-11-11_00:00:00,N,6.95990000000029
2017-11-12_00:00:00,A,6.92999999999984
2017-11-13_00:00:00,B,10.4598999999998
2017-11-14_00:00:00,B,9.11010000000033
2017-11-17_00:00:00,N,31.71
2017-11-18_00:00:00,A,10.2399999999998
2017-11-19_00:00:00,N,11.27
2017-11-20_00:00:00,N,10.2901000000002
2017-11-21_00:00:00,A,8.16989999999987
2017-11-22_00:00:00,N,7.64010000000008
2017-11-23_00:00:00,A,5.88990000000013
2017-11-24_00:00:00,N,5.91989999999987
2017-11-25_00:00:00,N,8.87010000000009
2017-11-26_00:00:00,A,7.85989999999993
2017-11-27_00:00:00,B,13.3501000000001
2017-11-28_00:00:00,B,7.75
2017-11-29_00:00:00,N,12.6798999999996
2017-11-30_00:00:00,N,12.1001000000001
2017-12-01_00:00:00,N,12.9099999999998
2017-12-02_00:00:00,PP,22962.9
2017-12-03_00:00:00,PN,-22934.5399
2017-12-04_00:00:00,N,10.6498999999999
2017-12-05_00:00:00,N,11.5900000000002
2017-12-06_00:00:00,B,11.4399999999996
2017-12-07_00:00:00,N,10.6599000000001
2017-12-08_00:00:00,N,9.45020000000022
2017-12-09_00:00:00,N,10.7399999999998
2017-12-10_00:00:00,B,11.6399000000001
2017-12-11_00:00:00,A,9.80000000000018
2017-12-12_00:00:00,N,11.2199999999998
2017-12-13_00:00:00,N,11.27
2017-12-14_00:00:00,N,7.82009999999991
2017-12-15_00:00:00,A,5.72000000000025
2017-12-16_00:00:00,A,0
2017-12-17_00:00:00,B,0
2017-12-18_00:00:00,N,39.2399
2017-12-19_00:00:00,PP,23170.1
2017-12-20_00:00:00,PN,-23145.7999
2017-12-21_00:00:00,N,10.9099000000001
2017-12-22_00:00:00,B,10.4298999999996
2017-12-23_00:00:00,A,9.27010000000018
2017-12-24_00:00:00,A,9.17990000000009
2017-12-25_00:00:00,B,10.29
2017-12-26_00:00:00,A,9.25
2017-12-27_00:00:00,N,11.4101999999998
2017-12-28_00:00:00,A,11.8298
2017-12-29_00:00:00,N,9.5
2017-12-30_00:00:00,A,6.34010000000035
2017-12-31_00:00:00,B,8.73999999999978
2018-01-01_00:00:00,N,8.94999999999982
2018-01-02_00:00:00,B,7.76999999999998
2018-01-03_00:00:00,B,6.15010000000029
2018-01-04_00:00:00,N,5.51980000000003
2018-01-05_00:00:00,A,4.32009999999991
2018-01-11_00:00:00,N,57.5099999999998
2018-01-12_00:00:00,B,10.73
2018-01-13_00:00:00,A,11.6201000000001
2018-01-14_00:00:00,N,10.0698000000002
2018-01-15_00:00:00,PP,23507.3091
2018-01-16_00:00:00,PN,-23490.489
2018-01-17_00:00:00,N,9.67990000000009
2018-01-18_00:00:00,B,8.78999999999996
2018-01-19_00:00:00,B,8.86009999999988
2018-01-20_00:00:00,N,9.24000000000024
2018-01-21_00:00:00,N,7.66999999999962
2018-01-22_00:00:00,A,7.36010000000033
2018-01-23_00:00:00,B,6.91989999999987
2018-01-24_00:00:00,N,8.13009999999986
2018-01-25_00:00:00,N,7.57979999999998
2018-01-26_00:00:00,N,10.8000999999999
2018-01-27_00:00:00,PP,23670.86
2018-01-28_00:00:00,PN,-23647.9701
2018-01-29_00:00:00,N,10.5300000000002
2018-01-30_00:00:00,A,10.7001999999998
2018-01-31_00:00:00,B,9.33989999999994
2018-02-01_00:00:00,B,11.1601000000001
2018-02-02_00:00:00,N,12.0999000000002
2018-02-03_00:00:00,B,11.6100999999999
2018-02-04_00:00:00,A,10.54
2018-02-05_00:00:00,B,11.3899000000001
2018-02-06_00:00:00,B,13.8100999999997
2018-02-07_00:00:00,N,14.4198999999999
2018-02-08_00:00:00,N,15.0698000000002
2018-02-09_00:00:00,B,5.85010000000057
2018-02-10_00:00:00,B,11.8500999999997
2018-02-11_00:00:00,B,0
2018-02-12_00:00:00,B,30.4701999999997
2018-02-13_00:00:00,B,12.8798999999999
2018-02-14_00:00:00,B,10.5
2018-02-15_00:00:00,N,5.68990000000031
2018-02-16_00:00:00,N,5.79010000000017
2018-02-17_00:00:00,N,8.33979999999974
2018-02-18_00:00:00,N,10.1900000000005
2018-02-19_00:00:00,N,9.63029999999981
2018-02-20_00:00:00,A,9.53960000000006
2018-02-21_00:00:00,N,11.2201999999998
2018-02-22_00:00:00,A,13.6298999999999
2018-02-23_00:00:00,A,12.2803000000004
2018-02-24_00:00:00,B,11.7397000000001
2018-02-25_00:00:00,A,10.8598999999995
2018-02-26_00:00:00,A,13.7700000000004
2018-02-27_00:00:00,B,15.8402999999998
2018-02-28_00:00:00,A,9
2018-03-01_00:00:00,B,14.0898999999999
2018-03-02_00:00:00,B,2.03020000000015
2018-03-03_00:00:00,N,0
2018-03-04_00:00:00,A,0
2018-03-05_00:00:00,B,30.2597999999998
2018-03-06_00:00:00,B,8.58010000000013
2018-03-07_00:00:00,A,9.64009999999962
2018-03-08_00:00:00,B,8.21970000000056
2018-03-09_00:00:00,B,7.25
2018-03-10_00:00:00,B,6
2018-03-11_00:00:00,B,5.56009999999969
2018-03-12_00:00:00,B,5.72019999999975
2018-03-13_00:00:00,B,9.02000000000044
2018-03-14_00:00:00,B,7.86970000000019
2018-03-15_00:00:00,B,5.34029999999984
2018-03-16_00:00:00,B,7.52979999999934
2018-03-17_00:00:00,A,9.81980000000021
2018-03-18_00:00:00,B,10.2202000000007
2018-03-19_00:00:00,B,10.4599999999991
2018-03-20_00:00:00,N,13.0498000000007
2018-03-21_00:00:00,A,11.8099999999995
2018-03-22_00:00:00,B,11.7203
2018-03-23_00:00:00,A,9.53999999999996
2018-03-24_00:00:00,B,9.89990000000034
2018-03-25_00:00:00,N,8.37989999999991
2018-03-26_00:00:00,B,8.82030000000032
2018-03-27_00:00:00,B,9.25
2018-03-28_00:00:00,N,6.23970000000008
2018-03-29_00:00:00,A,6.89989999999943
2018-03-30_00:00:00,N,7.55029999999988
2018-03-31_00:00:00,B,9.73980000000029
2018-04-01_00:00:00,B,7.27000000000044
2018-04-02_00:00:00,A,7.35009999999966
2018-04-03_00:00:00,A,5.97019999999975
2018-04-04_00:00:00,A,5.21000000000004
2018-04-05_00:00:00,B,5.82960000000003
2018-04-06_00:00:00,A,5.84029999999984
2018-04-07_00:00:00,N,5.54980000000069
2018-04-08_00:00:00,A,7.85989999999947
2018-04-09_00:00:00,N,6.15040000000045
2018-04-10_00:00:00,PP,24710.7888
2018-04-11_00:00:00,N,0
2018-04-12_00:00:00,N,0
2018-04-13_00:00:00,N,0
2018-04-14_00:00:00,N,0
2018-04-15_00:00:00,A,0
2018-04-16_00:00:00,B,0
2018-04-17_00:00:00,A,0
2018-04-18_00:00:00,B,0
2018-04-19_00:00:00,N,0
2018-04-20_00:00:00,N,0
2018-04-21_00:00:00,A,0
2018-04-22_00:00:00,A,0
2018-04-23_00:00:00,A,0
2018-04-24_00:00:00,N,0
2018-04-25_00:00:00,N,0
2018-04-26_00:00:00,A,0
2018-04-27_00:00:00,A,0
2018-04-28_00:00:00,A,0
2018-04-29_00:00:00,N,0
2018-04-30_00:00:00,A,0
2018-05-01_00:00:00,B,0
2018-05-02_00:00:00,N,0
2018-05-03_00:00:00,A,0
2018-05-04_00:00:00,N,0
2018-05-05_00:00:00,N,0
2018-05-06_00:00:00,PN,-24615.5691
2018-05-07_00:00:00,N,2.03030000000035
2018-05-08_00:00:00,A,1.94970000000012
2018-05-09_00:00:00,N,1.84029999999984
2018-05-10_00:00:00,B,1.96000000000004
2018-05-11_00:00:00,N,0.579999999999927
2018-05-15_00:00:00,B,9.54979999999978
2018-05-16_00:00:00,N,2.08010000000013
2018-05-17_00:00:00,B,2.16989999999987
2018-05-18_00:00:00,A,2.06990000000042
2018-05-19_00:00:00,A,1.13029999999981
2018-06-14_00:00:00,N,49.3998999999994
2018-06-15_00:00:00,B,1.85990000000038
2018-06-16_00:00:00,N,1.85009999999966
2018-06-17_00:00:00,N,1.85990000000038
2018-06-18_00:00:00,B,1.81980000000021
2018-06-19_00:00:00,N,1.72999999999956
2018-06-20_00:00:00,B,1.16010000000006
2018-06-21_00:00:00,A,2.31009999999969
2018-06-22_00:00:00,B,1.62990000000082
2018-06-23_00:00:00,N,1.6898999999994
2018-06-24_00:00:00,B,1.71000000000004
2018-06-25_00:00:00,N,0.22019999999975
2018-06-27_00:00:00,A,4.52980000000025
2018-06-28_00:00:00,B,1.59029999999984
2018-06-29_00:00:00,B,1.58010000000013
2018-06-30_00:00:00,B,1.54979999999978
2018-07-01_00:00:00,N,1.5
2018-07-02_00:00:00,A,0.200200000000223
2014-10-18_00:00:00,A,0
2014-10-19_00:00:00,A,0
2014-10-20_00:00:00,B,0
2014-10-21_00:00:00,A,0
2014-10-22_00:00:00,A,0
2014-10-23_00:00:00,B,0
2014-10-24_00:00:00,N,0
2014-10-25_00:00:00,N,0
2014-10-26_00:00:00,N,0
2014-10-27_00:00:00,A,0
2014-10-28_00:00:00,B,0
2014-11-03_00:00:00,A,0
2014-11-04_00:00:00,A,0.310547000000952
2014-11-05_00:00:00,A,0
2014-11-06_00:00:00,A,2.70019499999944
2014-11-07_00:00:00,N,3.71972699999969
2014-11-08_00:00:00,N,3.80957000000126
2014-11-09_00:00:00,N,3.98046899999827
2014-11-10_00:00:00,N,4.59960900000078
2014-11-11_00:00:00,A,1.33984400000009
2014-11-13_00:00:00,A,13.5703130000002
2014-11-14_00:00:00,B,4.25
2014-11-15_00:00:00,N,3.20996000000014
2014-11-16_00:00:00,N,3.4902349999993
2014-11-17_00:00:00,N,4.95019500000126
2014-11-18_00:00:00,A,4.3496099999993
2014-11-19_00:00:00,B,4.52050699999927
2014-11-20_00:00:00,N,3.89941400000134
2014-11-21_00:00:00,B,3.04980499999874
2014-11-22_00:00:00,A,2.12988299999961
2014-11-23_00:00:00,B,1.85058600000048
2014-11-24_00:00:00,A,1.37011700000039
2014-11-26_00:00:00,N,6.05956999999944
2014-11-27_00:00:00,N,3.25
2014-11-28_00:00:00,B,2.75
2014-11-29_00:00:00,A,2.16992200000095
2014-11-30_00:00:00,N,2.37988299999961
2014-12-01_00:00:00,B,4.44043000000056
2014-12-02_00:00:00,N,6.12988299999961
2014-12-03_00:00:00,N,7.20996000000014
2014-12-04_00:00:00,B,6.82031300000017
2014-12-05_00:00:00,B,6.71972699999969
2014-12-06_00:00:00,B,5.77050699999927
2014-12-07_00:00:00,B,5.77929700000095
2014-12-08_00:00:00,A,6.58007799999905
2014-12-09_00:00:00,A,7.5
2014-12-10_00:00:00,N,7.79980500000056
2014-12-11_00:00:00,A,5.61035199999969
2014-12-12_00:00:00,A,6.21972600000117
2014-12-13_00:00:00,B,4.31054699999913
2014-12-14_00:00:00,A,4.41015599999992
2014-12-15_00:00:00,B,5.8496099999993
2014-12-16_00:00:00,B,6.2597650000007
2014-12-17_00:00:00,B,5.54003899999952
2014-12-18_00:00:00,N,5.20996100000048
2014-12-19_00:00:00,A,4.70996100000048
2014-12-20_00:00:00,B,3.81054699999913
2014-12-21_00:00:00,A,4.54003900000134
2014-12-22_00:00:00,B,7.30956999999944
2014-12-23_00:00:00,A,7.46972699999969
2014-12-24_00:00:00,B,7.47070300000087
2014-12-25_00:00:00,N,6.8496099999993
2014-12-26_00:00:00,A,5.86035099999936
2014-12-27_00:00:00,B,4.62988299999961
2014-12-28_00:00:00,N,5.82031200000165
2014-12-29_00:00:00,A,9.92968799999835
2014-12-30_00:00:00,A,8.39941400000134
2014-12-31_00:00:00,A,5.140625
2015-01-01_00:00:00,N,5.29003899999952
2015-01-02_00:00:00,B,5.45996100000048
2015-01-03_00:00:00,A,3.22949200000039
2015-01-04_00:00:00,A,2.26074199999857
2015-01-05_00:00:00,A,6.18945300000087
2015-01-06_00:00:00,B,7.86035199999969
2015-01-07_00:00:00,A,6.75976599999922
2015-01-08_00:00:00,N,6.96972600000117
2015-01-09_00:00:00,N,5.65039099999922
2015-01-10_00:00:00,N,4.33984400000008
2015-01-11_00:00:00,N,4.30956999999944
2015-01-12_00:00:00,N,7.37011700000039
2015-01-13_00:00:00,A,6.40039100000104
2015-01-14_00:00:00,A,5.69042900000022
2015-01-15_00:00:00,N,5.87988299999961
2015-01-16_00:00:00,N,6.16992199999913
2015-01-17_00:00:00,B,5.51953099999992
2015-01-18_00:00:00,N,5.49023500000112
2015-01-19_00:00:00,B,7.66992199999913
2015-01-20_00:00:00,N,7.88964800000031
2015-01-21_00:00:00,A,8.70996100000048
2015-01-22_00:00:00,A,7.44042999999874
2015-01-23_00:00:00,B,8.41992200000095
2015-01-24_00:00:00,A,6.12988199999927
2015-01-25_00:00:00,B,5.87011800000073
2015-01-26_00:00:00,N,8.27050699999927
2015-01-27_00:00:00,A,7.65918000000056
2015-01-28_00:00:00,A,7.890625
2015-01-29_00:00:00,A,6.08007800000087
2015-01-30_00:00:00,A,6.54003899999952
2015-01-31_00:00:00,N,3.609375
2015-02-01_00:00:00,B,2.2402349999993
2015-02-02_00:00:00,A,6.87011700000039
2015-02-03_00:00:00,A,8.28027300000031
2015-02-04_00:00:00,N,8.91992199999913
2015-02-05_00:00:00,B,9.20996100000048
2015-02-06_00:00:00,A,8.99023400000078
2015-02-07_00:00:00,A,6.25976599999922
2015-02-08_00:00:00,A,6.37988299999961
2015-02-09_00:00:00,A,8.5
2015-02-10_00:00:00,N,7.45019500000126
2015-02-11_00:00:00,A,6.76953099999992
2015-02-12_00:00:00,A,6.12988299999961
2015-02-13_00:00:00,B,6.02050799999961
2015-02-14_00:00:00,A,4.12011700000039
2015-02-15_00:00:00,N,3.65917999999874
2015-02-16_00:00:00,A,6.63085900000078
2015-02-17_00:00:00,B,6.16992200000095
2015-02-18_00:00:00,N,6.20996099999866
2015-02-19_00:00:00,B,6.359375
2015-02-20_00:00:00,N,6.07031300000017
2015-02-21_00:00:00,B,4.36035100000117
2015-02-22_00:00:00,A,4.45996099999866
2015-02-23_00:00:00,B,6.69921900000008
2015-02-24_00:00:00,A,7.07031199999983
2015-02-25_00:00:00,B,6.890625
2015-02-26_00:00:00,A,6.04980500000056
2015-02-27_00:00:00,N,6.64941399999952
2015-02-28_00:00:00,N,5.11035199999969
2015-03-01_00:00:00,B,3.41015599999991
2015-03-02_00:00:00,A,5.58984400000008
2015-03-03_00:00:00,A,5.33007800000087
2015-03-04_00:00:00,A,6.20019499999944
2015-03-05_00:00:00,A,3.71972699999969
2015-03-17_00:00:00,A,56.169922000001
2015-03-18_00:00:00,N,3.83984299999975
2015-03-19_00:00:00,A,3.29980500000056
2015-03-20_00:00:00,A,3.29003899999952
2015-03-21_00:00:00,N,2.56054699999913
2015-03-22_00:00:00,B,2.20996100000048
2015-03-23_00:00:00,N,4.21972600000117
2015-03-24_00:00:00,B,4.13964899999883
2015-03-25_00:00:00,N,4.83007800000087
2015-03-26_00:00:00,B,4.48046900000008
2015-03-27_00:00:00,N,4.17968699999983
2015-03-28_00:00:00,N,2.77050799999961
2015-03-29_00:00:00,B,2.14941399999952
2015-03-30_00:00:00,A,4
2015-03-31_00:00:00,A,3.74023400000078
2015-04-01_00:00:00,N,4.13964899999883
2015-04-02_00:00:00,N,3.97070300000087
2015-04-03_00:00:00,N,3.23925799999961
2015-04-04_00:00:00,B,2.51074200000039
